"cityName","dataTime","so2Value","coValue","o3Value","no2Value","pm10Value","pm25Value","lon","lat"
"중랑구","2018-07-26 06:00","0.006","0.4","0.009","0.017","30","21",127.0926519,37.6065602
"중랑구","2018-07-25 17:00","0.007","0.4","0.048","0.019","34","26",127.0926519,37.6065602
"중랑구","2018-07-26 08:00","0.006","0.4","0.006","0.023","29","21",127.0926519,37.6065602
"중랑구","2018-07-26 01:00","0.007","0.4","0.007","0.021","35","18",127.0926519,37.6065602
"중랑구","2018-07-26 09:00","0.007","0.5","0.008","0.024","26","16",127.0926519,37.6065602
"중랑구","2018-07-25 12:00","0.007","0.4","0.029","0.018","28","24",127.0926519,37.6065602
"중랑구","2018-07-26 03:00","0.006","0.3","0.010","0.015","26","19",127.0926519,37.6065602
"중랑구","2018-07-25 20:00","0.007","0.4","0.027","0.025","30","24",127.0926519,37.6065602
"중랑구","2018-07-26 04:00","0.005","0.3","0.016","0.011","26","19",127.0926519,37.6065602
"중랑구","2018-07-26 05:00","0.007","0.4","0.013","0.012","31","20",127.0926519,37.6065602
"중랑구","2018-07-25 22:00","0.007","0.4","0.014","0.026","31","18",127.0926519,37.6065602
"중랑구","2018-07-25 15:00","0.006","0.4","0.049","0.022","32","24",127.0926519,37.6065602
"중랑구","2018-07-25 23:00","0.008","0.4","0.013","0.022","37","26",127.0926519,37.6065602
"중랑구","2018-07-25 24:00","0.007","0.4","0.010","0.020","35","24",127.0926519,37.6065602
"중랑구","2018-07-26 07:00","0.006","0.4","0.007","0.020","33","24",127.0926519,37.6065602
"중랑구","2018-07-25 10:00","0.006","0.4","0.020","0.018","28","22",127.0926519,37.6065602
