obs,time(UTC),latitude(degrees_north),longitude(degrees_east),ship_id_mmsi,navigational_status,speed_over_ground(kts),course_over_ground(deg),true_heading(deg),rate_of_turn(degrees minutes-1),position_accuracy
5263,2011-08-10T19:17:02Z,20.54667,-176.0217,319627000,0,14.7,97.2,96,0,0
5264,2011-08-11T16:37:20Z,34.05575,-175.01453,636014200,0,15.9,269.5,271,0,1
5265,2011-08-11T16:37:58Z,26.5237,-177.74893,355055000,0,6.9,118.3,119,-127,0
5266,2011-08-11T16:38:02Z,28.32199,-159.35178,352577000,0,11.3,276.1,276,0,1
5267,2011-08-11T16:38:02Z,30.03986,-167.1121,432794000,0,13.9,279.4,280,0,1
5268,2011-08-11T16:38:24Z,20.79166,-172.62717,367309830,0,8.7,87.6,511,-128,1
5269,2011-08-11T16:38:52Z,22.05467,-172.11382,376634000,0,7.9,111,111,0,1
5270,2011-08-11T16:39:46Z,22.06525,-159.82484,369970083,0,12,146,511,-128,0
5271,2011-08-11T16:39:54Z,22.05381,-172.1116,376634000,0,7.9,111,111,0,0
5272,2011-08-11T16:39:54Z,22.03289,-172.0642,377269000,0,9.5,110.1,112,0,0
5273,2011-08-11T16:39:54Z,21.74182,-167.44208,412360000,0,14.9,273.6,274,127,0
5274,2011-08-11T16:39:54Z,20.79187,-172.62337,367309830,0,9.2,84.2,511,-128,1
5275,2011-08-11T16:39:54Z,28.14958,-162.76453,371012000,0,18.9,287,286,0,1
5276,2011-08-11T16:39:54Z,21.74183,-167.44223,412360000,0,14.8,272.8,274,127,0
5277,2011-08-11T16:40:02Z,22.0537,-172.11131,376634000,0,7.8,111,111,0,1
5278,2011-08-11T16:40:10Z,19.95882,-170.56647,319627000,0,15.2,95.6,94,0,0
5279,2011-08-11T16:40:10Z,21.74189,-167.44325,412360000,0,14.8,273.9,273,127,0
5280,2011-08-11T16:41:10Z,25.51663,-165.20592,477389200,0,13.9,293,292,0,0
5281,2011-08-11T16:41:10Z,15.59405,-172.24419,477726700,0,12.5,117.4,116,0,1
5282,2011-08-11T16:42:26Z,20.79218,-172.61691,367309830,0,9.2,91.6,511,-128,1
5283,2011-08-11T16:42:26Z,21.74254,-167.4532,412360000,0,14.7,274.2,273,0,0
5284,2011-08-11T16:42:30Z,16.20683,-168.82072,370891000,0,16.9,293,294,0,0
5285,2011-08-11T16:42:30Z,21.30608,-157.86652,416444000,8,0,197,355,0,0
5286,2011-08-11T16:42:42Z,22.03033,-172.05832,377269000,0,8,115.7,112,127,0
5287,2011-08-11T16:42:54Z,34.27502,-166.0108,218744000,0,19,88,88,0,0
5288,2011-08-11T16:44:34Z,9.38286,-156.16878,366990760,0,7.9,16.6,21,-127,0
5289,2011-08-11T16:44:34Z,21.2703,-158.08923,367309890,0,1.4,47.1,246,0,0
5290,2011-08-11T16:44:38Z,5.58422,-161.92747,533058800,0,14.5,87.4,87,0,1
5291,2011-08-11T16:44:46Z,10.96242,-171.22215,576768000,0,13.1,291,292,0,0
5292,2011-08-11T18:15:02Z,16.35225,-169.15402,370891000,0,12.4,296,294,0,0
5293,2011-08-11T18:21:58Z,5.12557,-158.50917,441098000,0,8.7,93.6,511,-128,0
5294,2011-08-11T18:22:08Z,6.50712,-155.3796,370412000,0,13,307,305,0,0
5295,2011-08-12T09:09:30Z,29.76097,-169.07095,372308000,0,12.3,280,281,0,0
5296,2011-08-12T07:38:42Z,31.76126,-155.1013,235645000,0,19.5,93.1,95,0,0
5297,2011-08-12T07:37:46Z,22.74453,-159.31528,356775000,0,11.8,158,150,0,1
5298,2011-08-12T07:37:10Z,21.95499,-171.54295,412360000,0,15.2,275.3,273,-127,0
5299,2011-08-12T07:36:38Z,29.70243,-168.70293,372308000,0,12.6,281,281,0,0
5300,2011-08-12T06:02:10Z,20.90219,-156.76433,367133450,0,7.1,146,145,127,0
5301,2011-08-12T06:00:26Z,20.86289,-170.53552,367309830,0,8.5,87.8,511,-128,1
5302,2011-08-12T06:00:26Z,21.22485,-168.97563,356345000,0,11.9,131,129,0,0
5303,2011-08-12T06:00:26Z,30.35232,-164.00735,240735000,0,10.5,265,268,0,0
5304,2011-08-12T05:59:58Z,21.17841,-157.67793,367056982,0,8.1,114.2,511,-128,0
5305,2011-08-12T05:59:50Z,29.321,-167.34283,371012000,0,18.9,285,287,0,0
5306,2011-08-12T05:59:46Z,19.90054,-155.07951,367119160,0,7.5,328.4,323,127,0
5307,2011-08-12T05:59:42Z,30.14945,-168.46062,371618000,0,16.8,91,92,0,0
5308,2011-08-12T05:59:24Z,22.21017,-159.50267,367420190,0,0.1,120,113,127,0
5309,2011-08-12T05:59:16Z,23.03727,-159.47388,356775000,0,11.8,151,149,0,1
5310,2011-08-12T05:59:16Z,21.25318,-158.09743,366866570,0,8.7,283.4,511,-128,0
5311,2011-08-12T05:59:16Z,32.64281,-153.71964,636091608,0,16.4,269,270,0,0
5312,2011-08-12T05:58:52Z,21.22237,-158.08177,636009881,0,12.6,101,100,0,1
5313,2011-08-12T05:58:40Z,21.31001,-157.86906,366972620,0,0,315.9,511,-128,0
5314,2011-08-12T05:58:30Z,20.9082,-156.76875,367133450,0,7.2,145,142,0,0
5315,2011-08-12T05:56:58Z,9.29503,-159.15974,353150000,0,14.2,241,242,0,0
5316,2011-08-12T05:55:54Z,17.41315,-171.56825,370891000,0,19,294,295,0,0
5317,2011-08-12T05:55:30Z,17.41225,-171.56625,370891000,0,18.9,294,295,0,0
5318,2011-08-12T04:21:14Z,10.84255,-156.10652,366990760,8,8.7,356.8,6,0,0
5319,2011-08-12T04:18:26Z,7.79142,-157.07294,370412000,0,12.5,306,304,0,0
5320,2011-08-12T04:17:08Z,5.4144,-157.7986,441098000,0,4.1,243.4,511,-128,0
5321,2011-08-13T04:54:48Z,6.69713,-163.46748,353150000,0,12.9,236,238,0,0
5322,2011-08-13T04:55:06Z,6.69662,-163.4683,353150000,0,12.9,236,238,0,0
5323,2011-08-13T04:55:22Z,5.00167,-176.0374,353242000,0,13.4,88.9,93,0,0
5324,2011-08-13T04:56:14Z,5.02323,-158.633,440782000,7,0.8,350.2,511,-128,0
5325,2011-08-13T04:57:52Z,5.16094,-159.92717,440944000,0,4.9,271.4,265,0,0
5326,2011-08-13T04:59:36Z,5.72713,-153.1735,533058800,0,14.5,88.7,87,0,1
5327,2011-08-13T04:59:36Z,18.53912,-155.03098,371563000,0,13.2,280,281,0,1
5328,2011-08-13T05:00:24Z,22.21,-159.50282,367420190,0,0.4,190,102,-127,0
5329,2011-08-13T05:00:24Z,21.95292,-159.35127,366866570,0,2.9,44.8,511,-128,0
5330,2011-08-13T05:00:58Z,21.31645,-157.8767,366606000,0,0,229.2,27,0,0
5331,2011-08-13T05:01:00Z,5.72731,-153.16791,533058800,0,14.4,88.8,88,0,1
5332,2011-08-13T05:01:24Z,5.02406,-158.63184,440782000,7,3.7,87.8,511,-128,0
5333,2011-08-13T05:02:40Z,22.37271,-155.93085,366563000,0,21.7,55,57,0,0
5334,2011-08-13T05:02:54Z,21.31029,-157.86926,367060190,0,0,200.5,511,-128,0
5335,2011-08-13T05:03:58Z,20.59498,-152.95366,303165000,0,8.3,281.9,280,0,0
5336,2011-08-13T05:03:58Z,33.79204,-152.0687,218744000,0,18.9,96,96,0,0
5337,2011-08-13T06:34:54Z,30.0589,-160.59023,371618000,0,18.1,91,91,0,0
5338,2011-08-13T06:34:54Z,21.31011,-157.86803,367015060,0,0,320.6,511,-128,0
5339,2011-08-13T06:34:58Z,22.69582,-155.4441,366563000,0,21.6,55,55,0,0
5340,2011-08-13T06:35:06Z,25.07618,-175.30827,352028000,0,16.1,106.2,105,0,1
5341,2011-08-13T06:35:16Z,21.88919,-159.17252,366866570,0,6.4,120.2,511,-128,0
5342,2011-08-13T06:35:16Z,25.07594,-175.30733,352028000,0,16.1,105.9,105,0,1
5343,2011-08-13T06:35:18Z,23.0385,-160.7482,367310240,0,7.2,138.8,511,-128,1
5344,2011-08-13T06:35:18Z,21.2235,-157.91074,636090891,0,0.3,326,20,0,1
5345,2011-08-13T06:35:18Z,18.61038,-155.39372,371563000,0,13.3,281,281,0,1
5346,2011-08-13T06:35:30Z,30.0003,-175.85693,371012000,0,18,272,272,0,0
5347,2011-08-13T06:35:30Z,28.13203,-165.61176,367311350,0,16.2,276,275,-5,0
5348,2011-08-13T06:35:38Z,30.24245,-168.9947,240735000,0,9.9,266,266,0,1
5349,2011-08-13T06:35:44Z,22.21,-159.50282,367420190,0,0.2,324,103,0,0
5350,2011-08-13T06:35:56Z,20.35534,-156.43303,367133450,0,8.6,288,294,0,0
5351,2011-08-13T06:35:56Z,18.61082,-155.39607,371563000,0,13.2,280,281,0,1
5352,2011-08-13T06:36:48Z,10.55913,-162.14215,370412000,0,14.3,283,288,0,1
5353,2011-08-13T06:37:14Z,21.24595,-166.9513,376634000,0,8.3,88.1,86,0,1
5354,2011-08-13T06:37:18Z,30.2422,-169.00017,240735000,0,9.9,266,266,0,0
5355,2011-08-13T06:37:40Z,21.30961,-157.87032,367008820,5,0.1,87.8,511,-128,0
5356,2011-08-13T06:37:40Z,28.54473,-174.1399,477389200,0,13,288.7,289,0,0
5357,2011-08-13T06:37:48Z,30.24213,-169.00183,240735000,0,9.9,267,266,0,0
5358,2011-08-13T06:37:48Z,30.00057,-175.87045,371012000,0,17.8,271,272,0,0
5359,2011-08-13T06:37:54Z,30.05855,-160.57314,371618000,0,17.5,91,91,0,0
5360,2011-08-13T06:37:54Z,14.53656,-156.42628,366990760,8,8.5,350.3,357,-127,0
5361,2011-08-13T06:37:56Z,28.13325,-165.62402,367311350,0,16.4,276,275,5,0
5362,2011-08-13T06:38:08Z,28.13333,-165.62505,367311350,0,16.4,276,275,0,0
5363,2011-08-13T06:38:08Z,30.0006,-175.87198,371012000,0,17.9,271,272,0,0
5364,2011-08-13T06:38:08Z,30.95246,-176.79,432794000,0,13.4,277.7,279,0,1
5365,2011-08-13T06:38:08Z,30.2421,-169.00267,240735000,0,9.9,266,266,0,0
5366,2011-08-13T06:38:18Z,30.05852,-160.57088,371618000,0,17.5,91,91,0,0
5367,2011-08-13T06:38:18Z,34.71868,-162.17532,351340000,0,18.5,270.1,270,0,0
5368,2011-08-13T06:38:44Z,17.95613,-165.0911,356345000,0,12.4,131,130,0,1
5369,2011-08-13T06:39:56Z,30.0009,-175.88248,371012000,0,18,271,272,0,0
5370,2011-08-13T08:09:28Z,30.98798,-177.18668,432794000,0,13.5,277.7,280,0,1
5371,2011-08-13T08:11:22Z,24.3273,-173.05212,636013469,0,12.3,289,293,0,1
5372,2011-08-13T08:11:56Z,34.55435,-170.85995,304571000,0,17.4,81.3,82,0,1
5373,2011-08-13T08:12:36Z,25.74808,-171.88086,369961000,0,3.6,288.9,289,0,0
5374,2011-08-13T08:15:12Z,28.06096,-177.10925,303999000,0,9.8,113.9,112,0,0
5375,2011-08-13T08:15:28Z,30.0519,-160.0649,371618000,0,16.4,91,91,0,0
5376,2011-08-13T08:15:48Z,34.71842,-162.78075,351340000,0,18.4,267.8,267,0,0
5377,2011-08-13T08:18:04Z,34.71813,-162.79498,351340000,0,18.4,268.6,267,0,0
5378,2011-08-13T13:06:20Z,34.65145,-169.06693,304571000,0,18.7,86.3,88,0,1
5379,2011-08-13T13:06:24Z,33.02294,-152.23492,565741000,0,18.9,276,277,0,0
5380,2011-08-13T13:07:16Z,30.03963,-158.54066,371618000,0,16.1,92,94,0,0
5381,2011-08-13T13:07:24Z,33.67604,-152.27411,564203000,0,13.7,298.5,298,9,1
5382,2011-08-13T13:08:34Z,33.02429,-152.2486,565741000,0,18.9,276,277,7,0
5383,2011-08-13T13:08:42Z,30.03942,-158.53333,371618000,0,16.2,92,95,0,0
5384,2011-08-13T13:08:42Z,34.70312,-164.59348,351340000,0,18,263.1,260,0,0
5385,2011-08-13T13:09:06Z,34.70287,-164.59598,351340000,0,17.9,263.3,261,0,0
5386,2011-08-13T14:40:48Z,29.06294,-176.07037,477389200,0,13.7,284.4,284,0,0
5387,2011-08-13T14:40:48Z,30.55642,-175.81197,372308000,0,12.1,278,276,0,0
5388,2011-08-13T14:43:26Z,33.84378,-152.66304,564203000,0,13.8,296,297,-18,1
5389,2011-08-13T14:44:36Z,34.6693,-165.16507,351340000,0,17.7,267,264,0,0
5390,2011-08-13T14:44:44Z,22.21,-159.50267,367420190,0,0.1,113,122,127,0
5391,2011-08-13T14:44:52Z,27.15137,-156.29562,548433000,8,12.6,292.6,287,0,0
5392,2011-08-13T14:45:18Z,21.31643,-157.87668,366606000,0,0,229.2,27,0,0
5393,2011-08-13T14:45:28Z,22.21,-159.50267,367420190,0,0.2,278,137,127,0
5394,2011-08-13T14:45:28Z,30.02762,-158.02432,371618000,0,16.6,91,93,0,0
5395,2011-08-13T14:46:52Z,27.15403,-156.30287,548433000,8,12.5,291.9,286,0,0
5396,2011-08-13T14:48:00Z,19.16578,-157.89001,371563000,0,16.7,296,301,0,1
5397,2011-08-13T14:51:34Z,17.0959,-153.48817,538003601,0,12.2,121,117,0,1
5398,2011-08-13T14:51:34Z,24.41481,-152.77534,366563000,0,22,55,58,0,0
5399,2011-08-13T14:51:50Z,21.30607,-157.86649,416444000,8,0,177.6,354,0,0
5400,2011-08-13T14:52:22Z,24.41765,-152.77084,366563000,0,22,55,58,0,0
5401,2011-08-13T16:16:48Z,30.1987,-170.95071,240735000,0,10.6,268,266,0,0
5402,2011-08-13T16:16:52Z,27.65469,-175.81108,303999000,0,6.5,355.3,355,0,0
5403,2011-08-13T16:17:40Z,24.21754,-172.57513,352028000,0,16.3,109.6,108,0,1
5404,2011-08-13T16:17:48Z,29.15049,-176.48357,477389200,0,13.8,282.3,283,0,0
5405,2011-08-13T16:17:54Z,34.34973,-176.44662,355999000,0,18.8,88,88,0,0
5406,2011-08-13T16:18:14Z,34.34977,-176.44498,355999000,0,18.7,88,88,0,0
5407,2011-08-13T16:18:14Z,29.94425,-177.4949,565716000,0,15,98,101,0,0
5408,2011-08-13T16:18:16Z,24.21663,-172.57234,352028000,0,16.4,109.7,108,0,1
5409,2011-08-13T16:19:10Z,16.77726,-176.56818,440095000,0,12.2,294.3,294,0,0
5410,2011-08-13T16:19:10Z,24.21526,-172.56815,352028000,0,16.3,109.3,107,0,1
5411,2011-08-13T16:22:24Z,21.01974,-165.35722,367309830,0,8.3,90.8,511,-128,1
5412,2011-08-13T16:22:40Z,10.95408,-163.38927,477726700,0,12.4,117.8,117,0,1
5413,2011-08-13T16:22:52Z,21.25193,-165.5875,376634000,0,7.7,85.7,87,0,1
5414,2011-08-13T16:22:52Z,15.87616,-156.56343,366990760,8,9.1,352.5,3,127,0
5415,2011-08-13T16:23:08Z,5.00015,-173.45685,353242000,0,13.8,89.9,94,0,0
5416,2011-08-13T16:24:16Z,5.41003,-165.58873,353150000,0,12.9,237,239,0,0
5417,2011-08-13T16:24:50Z,5.2374,-154.56621,538003956,0,13.7,291.7,291,-3,0
5418,2011-08-13T16:25:00Z,5.22526,-158.66434,441098000,0,3.8,315.3,511,-128,0
5419,2011-08-13T16:25:04Z,5.14233,-157.85153,440782000,7,4.5,101.2,511,-128,0
5420,2011-08-13T18:00:04Z,5.00128,-173.08447,353242000,0,13,90.5,95,0,0
5421,2011-08-14T17:04:06Z,5.59112,-176.36662,352320000,0,12.1,281,296,0,0
5422,2011-08-14T17:04:58Z,6.7679,-158.45801,538003956,0,12.3,291.3,288,-4,0
5423,2011-08-15T03:02:02Z,5.08249,-153.0148,441062000,15,5.2,107.7,511,-128,0
5424,2011-08-15T03:02:02Z,5.02323,-153.02107,440612000,0,1.9,310.6,511,-128,1
5425,2011-08-15T03:03:02Z,5.08211,-153.0135,441062000,15,3.7,105,511,-128,0
5426,2011-08-15T03:03:02Z,5.02348,-153.02142,440612000,0,1.6,304,511,-128,1
5427,2011-08-15T04:36:26Z,8.84439,-176.8543,372828000,0,11.4,121,115,0,0
5428,2011-08-15T04:37:46Z,13.2673,-172.56541,370412000,0,14.1,284,288,0,0
5429,2011-08-15T06:13:54Z,25.78612,-173.47955,303999000,0,10.7,96.8,100,127,0
5430,2011-08-15T06:14:24Z,21.44433,-157.162,366576000,0,23.6,243,241,3,1
5431,2011-08-15T06:14:48Z,24.63263,-177.52303,538003522,0,13.3,125,130,0,1
5432,2011-08-15T06:14:56Z,21.77378,-173.61282,353392000,0,17.2,104,104,0,1
5433,2011-08-15T06:16:06Z,25.43952,-171.72517,369961000,0,4.2,164.7,166,0,0
5434,2011-08-15T06:16:20Z,29.52791,-177.01265,352577000,0,10.2,274.1,274,0,1
5435,2011-08-15T06:16:36Z,21.26008,-161.04584,377269000,0,4.9,96.3,92,-127,0
5436,2011-08-15T06:17:22Z,32.9993,-174.01772,354988000,0,13.2,90,86,0,0
5437,2011-08-15T06:18:38Z,25.78488,-173.46405,303999000,0,10.6,94.3,96,0,0
5438,2011-08-15T06:19:18Z,33.61214,-159.44994,477415100,0,12.3,263.6,264,0,0
5439,2011-08-16T06:50:48Z,33.08877,-176.67426,565741000,0,19.3,265,267,-5,0
5440,2011-08-16T06:52:12Z,33.08825,-176.68304,565741000,0,19.2,266,267,0,0
5441,2011-08-16T06:53:42Z,33.08771,-176.69266,565741000,0,19.1,266,267,0,0
5442,2011-08-16T13:23:52Z,31.48466,-171.46786,548433000,8,12.1,284.1,276,0,0
5443,2011-08-16T13:25:34Z,20.57382,-171.44872,538003522,0,13.8,124,125,0,1
5444,2011-08-16T13:25:58Z,21.78505,-159.0444,366866570,0,8.7,304.5,511,-128,0
5445,2011-08-16T13:26:12Z,33.88243,-152.60075,431265000,0,15.8,269.6,270,0,1
5446,2011-08-16T13:26:14Z,20.01523,-168.20769,416444000,8,10.5,265,261,-127,0
5447,2011-08-16T13:26:52Z,20.01506,-168.20967,416444000,8,10.5,266,261,-127,0
5448,2011-08-16T13:27:28Z,20.99734,-156.87286,367119160,0,6.8,67.4,72,0,0
5449,2011-08-16T13:28:00Z,21.67983,-156.702,367003380,0,19.3,244,245,12,0
5450,2011-08-16T13:29:28Z,20.99831,-156.86935,367119160,0,5.3,80.2,79,0,0
5451,2011-08-16T13:30:44Z,21.31201,-157.87532,354136000,0,0.1,315,303,0,1
5452,2011-08-16T13:30:54Z,20.64945,-156.5545,367056982,0,8,318.7,511,-128,0
5453,2011-08-16T13:30:54Z,21.25212,-158.05553,377269000,0,4.2,94.4,94,127,0
5454,2011-08-16T14:59:10Z,23.81225,-177.3949,371563000,0,18,283,285,0,1
5455,2011-08-16T15:00:52Z,20.01385,-168.49763,416444000,8,10.1,270.9,271,0,0
5456,2011-08-16T15:00:52Z,24.8303,-169.55899,303999000,0,9.9,112,109,0,0
5457,2011-08-16T15:01:52Z,20.01392,-168.50064,416444000,8,10.2,271.2,271,0,0
5458,2011-08-16T15:03:32Z,13.23538,-162.64552,355093000,0,12.2,115,117,0,1
5459,2011-08-16T15:04:00Z,21.91362,-159.24695,366866570,0,7.8,307.3,511,-128,0
5460,2011-08-16T15:04:00Z,21.4535,-157.20267,367003380,0,19.6,244,244,0,1
5461,2011-08-16T15:04:32Z,9.47276,-163.25717,538002881,0,14.8,24.2,24,-11,0
5462,2011-08-16T15:04:34Z,22.17448,-156.31508,338272000,0,6.7,233.8,511,-128,0
5463,2011-08-16T15:04:34Z,20.82393,-156.6996,367056982,0,9,318.2,511,-128,0
5464,2011-08-16T15:04:34Z,21.30989,-157.86871,367151210,5,0,264,511,-128,0
5465,2011-08-16T15:05:00Z,22.06371,-158.55457,338221000,0,15.7,237.5,239,0,1
5466,2011-08-16T15:05:00Z,10.42141,-167.80112,538003956,0,13.3,292.1,292,3,0
5467,2011-08-16T15:05:20Z,19.46875,-163.86853,353392000,0,17.2,103,105,0,1
5468,2011-08-16T15:05:20Z,10.42188,-167.80228,538003956,0,13.3,292.1,291,3,0
5469,2011-08-16T15:05:20Z,21.9154,-159.24956,366866570,0,7.9,312.7,511,-128,0
5470,2011-08-16T15:06:00Z,21.91629,-159.25089,366866570,0,8.4,312,511,-128,0
5471,2011-08-16T15:06:00Z,20.276,-156.11429,367015060,0,7,125.1,511,-128,0
5472,2011-08-16T15:06:00Z,13.23165,-162.6378,355093000,0,12.2,116,117,0,1
5473,2011-08-16T15:06:02Z,24.94668,-158.81918,565716000,0,14.4,110,111,0,0
5474,2011-08-16T15:06:02Z,21.23067,-157.93,366576000,0,12.6,201,200,4,1
5475,2011-08-16T15:06:32Z,13.23082,-162.63612,355093000,0,12.3,117,116,0,1
5476,2011-08-16T15:06:44Z,7.55528,-153.1112,356345000,0,14,132,135,0,1
5477,2011-08-16T15:06:44Z,7.81843,-170.47224,563431000,0,9.7,36.8,42,11,1
5478,2011-08-16T15:07:12Z,7.65282,-161.08118,520229000,0,11.8,213.8,226,0,0
5479,2011-08-16T15:07:40Z,5.41631,-157.63042,440792000,3,1.7,110.2,511,-128,0
5480,2011-08-16T15:08:06Z,5.34199,-159.21631,441098000,0,4.5,105.4,511,-128,0
5481,2011-08-16T15:08:40Z,5.41615,-157.63013,440792000,3,0.9,123.4,511,-128,0
5482,2011-08-16T15:09:00Z,5.41612,-157.6301,440792000,3,0.5,129.7,511,-128,0
5483,2011-08-16T15:11:56Z,7.54158,-153.09608,356345000,0,14,132,135,0,1
5484,2011-08-16T16:41:06Z,8.02445,-170.2943,563431000,0,10.6,39.9,41,-15,1
5485,2011-08-18T03:18:54Z,8.60468,-161.10313,308268000,0,11.2,306,305,11,0
5486,2011-08-18T03:19:22Z,5.52764,-160.9187,440236000,15,7,33.3,511,-128,0
5487,2011-08-18T03:19:22Z,5.17823,-156.85017,440933000,0,2.9,200,511,-128,0
5488,2011-08-18T03:20:06Z,24.9428,-168.04686,369961000,0,1.8,178.3,116,0,0
5489,2011-08-18T03:21:30Z,21.02166,-152.76791,563938000,0,12.1,289.4,290,0,0
5490,2011-08-18T03:21:54Z,13.66371,-167.01161,311007700,0,13.1,224.5,223,0,0
5491,2011-08-18T03:21:54Z,21.9155,-155.77377,377269000,0,7.3,63.8,66,-127,0
5492,2011-08-18T03:22:02Z,17.23967,-170.648,311856000,0,11.3,90,90,0,0
5493,2011-08-18T03:22:02Z,10.21648,-155.24245,355093000,0,12.7,120,120,0,0
5494,2011-08-18T03:22:02Z,5.54465,-152.86807,576363000,0,0.4,355.8,511,-128,1
5495,2011-08-18T03:22:02Z,5.57909,-155.56786,440782000,7,9.7,92.7,511,-128,0
5496,2011-08-18T03:22:02Z,20.49973,-154.4059,356914000,0,13.4,271,271,0,1
5497,2011-08-18T03:22:16Z,21.30916,-157.87076,338272000,0,0,298.4,511,-128,0
5498,2011-08-18T03:22:32Z,21.91593,-155.77266,377269000,0,7.9,67.8,67,0,0
5499,2011-08-18T03:22:32Z,20.4998,-154.40802,356914000,0,13.3,271,270,0,1
5500,2011-08-18T03:23:14Z,21.91647,-155.77121,377269000,0,7.2,63.6,66,0,0
5501,2011-08-18T03:23:18Z,21.25313,-158.02419,338221000,0,0.5,177.7,112,0,1
5502,2011-08-18T03:23:18Z,20.70783,-158.032,354761000,0,14.4,195,196,0,0
5503,2011-08-18T03:23:34Z,21.91676,-155.77016,377269000,0,7.2,65.4,66,0,0
5504,2011-08-18T03:23:34Z,5.57869,-155.56384,440782000,7,9.9,97.4,511,-128,0
5505,2011-08-18T03:23:34Z,20.49993,-154.41199,356914000,0,13.4,271,270,0,1
5506,2011-08-18T03:23:34Z,21.30949,-157.8693,367060190,0,5.6,0.2,511,-128,0
5507,2011-08-18T03:23:54Z,21.346,-157.37633,366629000,0,20.1,242,242,0,0
5508,2011-08-18T03:23:54Z,23.15395,-159.29915,538003423,0,12.5,296,297,0,1
5509,2011-08-18T03:24:00Z,21.26729,-158.14973,367309860,5,6.2,311.4,307,127,0
5510,2011-08-18T03:24:36Z,20.97165,-157.06921,367133450,0,5.2,25,42,0,0
5511,2011-08-18T03:24:36Z,15.85782,-153.94958,353392000,0,17,113,113,0,1
5512,2011-08-18T03:25:58Z,21.02661,-152.78314,563938000,0,12.1,289.1,290,0,0
5513,2011-08-18T04:59:30Z,32.84962,-156.40717,354988000,0,12.2,91,92,0,0
5514,2011-08-18T04:59:30Z,21.32257,-158.11414,367309860,5,0,0,312,0,0
5515,2011-08-18T05:00:42Z,31.34813,-172.26285,432470000,0,14,109,109,0,0
5516,2011-08-18T05:01:02Z,32.64126,-156.33823,259773000,0,14.4,282.3,283,0,0
5517,2011-08-18T11:32:14Z,32.9905,-158.1815,259773000,0,14.7,283.8,282,0,1
5518,2011-08-19T12:09:12Z,29.53622,-164.11111,432470000,0,13.3,99,100,0,0
5519,2011-08-19T12:09:28Z,24.64245,-165.77515,369961000,0,8.4,102.1,98,-127,0
5520,2011-08-19T12:11:08Z,22.51683,-158.27817,477963900,0,13.8,120,118,0,0
5521,2011-08-19T12:11:28Z,21.71711,-158.89117,367133450,0,8.4,303,307,127,0
5522,2011-08-19T12:11:48Z,20.36788,-155.92712,367056982,5,8.3,289.1,511,-128,0
5523,2011-08-19T12:15:04Z,21.92494,-152.37062,354136000,0,10.3,82.9,82,0,1
5524,2011-08-19T12:15:14Z,21.21705,-157.88567,303165000,3,2.4,275,277,0,0
5525,2011-08-19T12:15:26Z,20.94983,-152.771,367003380,0,19.3,63,62,-9,1
5526,2011-08-19T13:40:02Z,34.02389,-175.58354,431265000,0,17.2,269.5,274,0,1
5527,2011-08-19T13:42:40Z,30.14462,-175.90344,256797000,0,13.8,268.6,269,0,0
5528,2011-08-19T13:42:40Z,33.46617,-165.58482,259773000,0,14.6,271.5,271,0,1
5529,2011-08-19T13:44:24Z,22.72863,-166.91113,356775000,0,12.1,286,290,0,1
5530,2011-08-19T13:44:24Z,16.8255,-163.71217,311856000,0,11.8,102,98,0,1
5531,2011-08-19T13:44:28Z,16.04427,-162.96465,563431000,0,9.8,40,44,-4,1
5532,2011-08-19T13:44:28Z,18.57267,-172.94627,371147000,0,16.6,113,114,-5,1
5533,2011-08-19T13:44:28Z,30.14466,-175.91142,256797000,0,13.8,270.7,270,0,0
5534,2011-08-19T13:45:04Z,29.48435,-163.7134,432470000,0,13.2,97,100,0,0
5535,2011-08-19T13:45:48Z,16.82477,-163.70744,311856000,0,11.6,97,96,0,1
5536,2011-08-19T13:45:52Z,21.31007,-157.86917,366972620,0,0.1,315.6,511,-128,0
5537,2011-08-19T13:45:58Z,21.5135,-157.024,366629000,0,15.4,63,63,0,0
5538,2011-08-19T13:45:58Z,21.379,-157.96611,369077000,0,0,56,179,0,1
5539,2011-08-19T13:46:04Z,21.31002,-157.86885,367151240,15,0.1,333.2,511,-128,0
5540,2011-08-19T13:47:04Z,21.18973,-157.70302,367119160,0,5.9,290.2,290,0,0
5541,2011-08-19T13:47:16Z,5.23627,-154.48372,440045000,0,4.2,141.1,511,-128,0
5542,2011-08-19T13:47:16Z,5.77423,-160.40004,440236000,15,3.8,65.2,511,-128,0
5543,2011-08-19T13:47:40Z,21.35698,-157.94843,369970158,0,0,0,511,-128,0
5544,2011-08-19T13:47:40Z,7.3364,-163.55367,319950000,0,12.3,295,292,0,1
5545,2011-08-19T13:47:42Z,17.2467,-155.37067,370813000,0,14.9,229.6,227,0,1
5546,2011-08-19T13:47:54Z,16.8237,-163.7004,311856000,0,11.6,99,95,0,1
5547,2011-08-19T13:48:30Z,5.60317,-153.89426,440636000,0,3.7,152.7,145,0,0
5548,2011-08-19T13:48:30Z,20.30758,-156.15167,366866570,0,6.5,140.5,511,-128,0
5549,2011-08-19T13:48:36Z,21.31027,-157.86925,367060190,0,0,200.9,511,-128,0
5550,2011-08-19T13:48:36Z,5.35013,-154.6877,353242000,15,1,345.3,49,0,0
5551,2011-08-19T13:49:02Z,5.11909,-156.35805,440933000,0,4.1,57.1,511,-128,0
