obs,time(UTC),latitude(degrees_north),longitude(degrees_east),ship_id_mmsi,navigational_status,speed_over_ground(kts),course_over_ground(deg),true_heading(deg),rate_of_turn(degrees minutes-1),position_accuracy
10406,2011-08-23T03:17:46Z,22.51213,-172.34367,257343000,0,16.8,290.4,292,0,0
10407,2011-08-23T03:17:46Z,24.62394,-173.18614,357848000,0,18.1,111.3,111,0,0
10408,2011-08-23T03:17:58Z,22.5125,-172.34468,257343000,0,16.7,287.6,292,0,0
10409,2011-08-23T03:17:58Z,29.44628,-169.0919,305266000,0,13.7,276,275,0,0
10410,2011-08-23T03:20:02Z,28.80709,-173.85184,235085464,0,10.5,107.6,109,14,1
10411,2011-08-23T03:20:26Z,27.65483,-153.43233,477733700,0,13.7,113,114,0,0
10412,2011-08-23T03:22:30Z,31.6687,-167.99252,311821000,0,13.2,269,268,0,0
10413,2011-08-23T03:22:44Z,28.09537,-159.36118,352467000,0,14.4,120,123,0,0
10414,2011-08-23T03:22:48Z,21.31651,-157.87666,366606000,0,0,204.3,28,0,0
10415,2011-08-23T03:22:58Z,28.09497,-159.36037,352467000,0,14.4,120,123,0,0
10416,2011-08-23T03:22:58Z,31.66868,-167.99454,311821000,0,13.2,269,268,0,0
10417,2011-08-23T03:22:58Z,29.4481,-169.11304,305266000,0,13.6,275,274,0,0
10418,2011-08-23T04:57:48Z,31.66738,-168.40076,311821000,0,12.9,270,269,0,0
10419,2011-08-23T04:57:56Z,29.96207,-161.57307,210728000,0,13.3,270,272,-7,0
10420,2011-08-23T08:17:30Z,33.59828,-153.07121,351137000,0,17.5,293,295,0,0
10421,2011-08-23T09:50:46Z,27.27207,-157.89256,352467000,0,14.3,123,122,0,0
10422,2011-08-23T09:50:56Z,28.56313,-173.00417,235085464,0,10.5,105,112,16,1
10423,2011-08-23T09:52:10Z,26.78283,-153.0565,366562000,0,23.8,38,38,0,0
10424,2011-08-23T09:52:12Z,26.783,-153.05634,366562000,0,23.9,38,38,0,0
10425,2011-08-23T09:52:22Z,29.9837,-162.8379,210728000,0,13.3,270,273,0,0
10426,2011-08-23T09:53:34Z,30.60502,-165.19196,367629000,0,21.1,249.2,248,0,0
10427,2011-08-23T09:53:34Z,27.26598,-157.88213,352467000,0,14.3,122,122,0,0
10428,2011-08-23T09:55:32Z,33.77352,-153.59273,351137000,0,17.1,292,294,0,0
10429,2011-08-23T09:57:02Z,21.21994,-157.78886,366866570,0,4.8,294.1,511,-128,0
10430,2011-08-23T11:24:16Z,30.41088,-165.76627,367629000,0,21.4,246.7,246,0,0
10431,2011-08-23T11:24:16Z,31.66658,-170.23476,311821000,0,14.4,270,271,0,1
10432,2011-08-23T11:24:42Z,34.66165,-161.89687,354373000,0,12.6,272,273,0,1
10433,2011-08-23T11:28:12Z,29.99198,-163.25203,210728000,0,13.6,271,271,0,0
10434,2011-08-23T11:29:10Z,21.31635,-157.88045,366972620,0,1.6,17.7,511,-128,0
10435,2011-08-23T11:29:24Z,21.63903,-163.5834,564189000,0,11.4,103.3,99,0,0
10436,2011-08-23T11:29:24Z,18.50052,-156.03014,240583000,0,13.4,274,274,0,1
10437,2011-08-23T11:29:24Z,21.3103,-157.86925,367060190,0,0,262.7,511,-128,0
10438,2011-08-23T11:29:52Z,21.22457,-157.84029,303165000,3,1.7,272.8,294,0,0
10439,2011-08-23T11:30:02Z,22.69366,-158.0545,369565000,3,0,0.1,102,18,0
10440,2011-08-23T11:30:02Z,21.63859,-163.5812,564189000,0,11.4,103.2,99,0,0
10441,2011-08-23T11:30:02Z,29.99212,-163.25983,210728000,0,13.7,271,271,0,0
10442,2011-08-23T11:30:10Z,21.3168,-157.88026,366972620,0,0.9,0.1,511,-128,0
10443,2011-08-23T11:30:20Z,31.6668,-170.26312,311821000,0,14.3,269,271,0,1
10444,2011-08-23T11:30:20Z,21.31737,-157.87985,366866570,0,1.4,30.3,511,-128,0
10445,2011-08-23T11:30:26Z,27.2915,-152.61633,366562000,0,23.4,37,36,0,0
10446,2011-08-23T11:30:26Z,21.31645,-157.8767,366606000,0,0,204.3,28,0,0
10447,2011-08-23T11:30:26Z,27.06167,-157.51595,352467000,0,14.4,124,123,0,0
10448,2011-08-23T11:30:30Z,27.2915,-152.61633,366562000,0,23.4,37,36,0,0
10449,2011-08-23T11:30:30Z,21.31693,-157.88022,366972620,0,1.3,30.5,511,-128,0
10450,2011-08-23T11:30:30Z,21.30964,-157.87035,367008820,5,0,239.7,511,-128,0
10451,2011-08-23T11:30:30Z,22.69368,-158.0545,369565000,3,0,0.1,102,19,0
10452,2011-08-23T11:30:34Z,27.29183,-152.61617,366562000,0,23.4,37,36,0,0
10453,2011-08-23T11:30:34Z,20.49394,-156.3957,367133450,0,7.4,132,127,-127,0
10454,2011-08-23T11:31:06Z,27.29483,-152.6135,366562000,0,23.5,37,36,0,0
10455,2011-08-23T11:31:06Z,19.73062,-155.05676,367309680,0,0,245.9,316,0,0
10456,2011-08-23T11:31:08Z,27.29483,-152.6135,366562000,0,23.5,37,36,0,0
10457,2011-08-23T11:31:08Z,20.4747,-156.22113,367119160,0,9.2,292.1,293,127,0
10458,2011-08-23T11:31:10Z,27.29533,-152.61317,366562000,0,23.4,37,36,0,0
10459,2011-08-23T11:31:10Z,21.22458,-157.84103,303165000,3,1.9,268,282,-127,0
10460,2011-08-23T11:31:20Z,31.6668,-170.26782,311821000,0,14.3,270,271,0,1
10461,2011-08-23T11:31:20Z,21.31765,-157.87976,366866570,0,0.9,17,511,-128,0
10462,2011-08-23T11:31:22Z,18.50123,-156.03775,240583000,0,13.4,275,275,0,1
10463,2011-08-23T11:31:36Z,19.73062,-155.05676,367309680,0,0,247.7,316,0,0
10464,2011-08-23T11:31:36Z,27.29733,-152.61133,366562000,0,23.5,37,36,0,0
10465,2011-08-23T11:31:48Z,19.73062,-155.05676,367309680,0,0,254.1,316,0,0
10466,2011-08-23T11:33:06Z,5.98743,-154.59512,310437000,0,19.5,167.9,170,0,0
10467,2011-08-23T11:33:42Z,8.68975,-158.26208,351633000,0,14.2,91.1,93,0,0
10468,2011-08-23T11:35:18Z,5.9757,-154.59274,310437000,0,19.4,169,172,0,0
10469,2011-08-23T13:03:12Z,23.46442,-175.09479,257343000,0,16.7,288.7,289,0,0
10470,2011-08-23T13:03:20Z,29.63221,-171.5985,305266000,0,13.5,272.2,275,0,1
10471,2011-08-23T13:03:44Z,23.20106,-167.739,352375000,0,17.5,287.8,289,0,1
10472,2011-08-23T13:05:12Z,21.5797,-163.26392,564189000,0,11.5,102.3,100,0,0
10473,2011-08-23T13:07:08Z,23.20616,-167.75629,352375000,0,17.6,287.6,289,0,1
10474,2011-08-23T13:10:22Z,5.55357,-156.64369,440944000,0,5,98.9,110,0,0
10475,2011-08-23T13:12:16Z,10.27522,-161.02267,351776000,0,12.1,304.2,303,-127,0
10476,2011-08-24T02:24:30Z,32.152,-158.67667,636009782,0,12.9,284,289,0,0
10477,2011-08-24T02:24:30Z,24.48583,-155.05966,366758000,0,21.2,37.1,37,0,1
10478,2011-08-24T02:24:30Z,21.37902,-157.96613,369077000,0,0,149,178,0,1
10479,2011-08-24T02:24:08Z,27.66921,-169.88852,235085464,0,10.4,114.7,114,-7,1
10480,2011-08-24T02:23:10Z,27.67046,-169.89162,235085464,0,11.1,113.8,115,-18,1
10481,2011-08-24T02:23:10Z,31.66757,-174.51068,311821000,0,14.8,270,270,0,0
10482,2011-08-24T02:22:50Z,20.0737,-155.24977,367350070,0,9.3,118.8,511,-128,0
10483,2011-08-24T02:22:34Z,34.62058,-156.4551,355234000,0,17.3,276,277,0,0
10484,2011-08-24T02:22:00Z,24.34468,-171.98921,352375000,0,17.9,286.4,286,0,1
10485,2011-08-24T00:49:02Z,6.61491,-156.6519,440858000,0,1.4,92.7,511,-128,1
10486,2011-08-24T00:47:36Z,22.66529,-166.63467,357848000,0,17.7,104.7,105,0,0
10487,2011-08-24T00:47:36Z,24.02853,-155.43446,366758000,0,21.5,38.4,37,0,0
10488,2011-08-24T00:47:22Z,21.23143,-159.74524,369296000,0,21.7,272,271,-5,0
10489,2011-08-24T00:47:22Z,22.66555,-166.6358,357848000,0,17.7,104.3,105,0,0
10490,2011-08-24T00:46:58Z,27.98192,-160.36441,441431000,0,10.7,278.5,278,-128,0
10491,2011-08-24T10:29:00Z,26.8243,-153.09065,366758000,0,21.7,37.7,37,0,1
10492,2011-08-24T12:02:32Z,26.73436,-174.75887,367629000,0,20.5,246.2,247,0,0
10493,2011-08-24T12:03:34Z,31.17819,-177.31677,305266000,0,14.1,294.6,296,0,0
10494,2011-08-24T12:09:46Z,21.31647,-157.8767,366606000,0,0,204.3,28,0,0
10495,2011-08-24T12:11:04Z,11.1538,-166.04132,351776000,0,12.8,280.2,280,-127,0
10496,2011-08-24T12:11:42Z,14.69377,-153.57037,355782000,0,12.7,285,286,0,1
10497,2011-08-24T12:11:42Z,11.15432,-166.04375,351776000,0,12.8,281.6,282,-127,0
10498,2011-08-24T12:11:54Z,21.31207,-157.8754,432470000,5,0,247,125,0,0
10499,2011-08-25T09:30:04Z,25.98861,-166.8864,338779000,0,16.6,115.8,117,0,0
10500,2011-08-25T09:32:04Z,25.98448,-166.87723,338779000,0,16.5,115.3,117,0,0
10501,2011-08-25T09:32:58Z,22.82061,-154.68169,563431000,0,10.6,57.2,59,5,1
10502,2011-08-25T09:33:02Z,25.62602,-163.76306,235085464,0,11.9,110,111,9,1
10503,2011-08-25T11:12:32Z,21.31008,-157.86916,366972620,0,0.1,295.9,511,-128,0
10504,2011-08-26T00:27:50Z,32.68578,-171.38847,235086166,0,17.9,94.8,96,5,0
10505,2011-08-26T00:27:50Z,24.26035,-152.34239,563431000,0,10.8,55.4,58,-6,1
10506,2011-08-26T00:25:56Z,30.53335,-170.93828,355234000,0,17.9,239,240,0,0
10507,2011-08-26T00:25:54Z,21.31028,-157.86925,367060190,0,0,60,511,-128,0
10508,2011-08-26T00:25:46Z,21.30996,-157.8684,367309120,0,0,269,511,-128,0
10509,2011-08-26T02:02:08Z,32.62735,-170.85114,235086166,0,17.5,98.2,98,5,0
10510,2011-08-26T02:01:30Z,32.62775,-170.85455,235086166,0,17.5,98.2,98,5,0
10511,2011-08-26T02:01:30Z,21.31009,-157.86914,366972620,0,0,273.6,511,-128,0
10512,2011-08-26T03:38:16Z,30.06583,-171.8742,355234000,0,17.2,238,240,0,0
10513,2011-08-26T03:38:34Z,30.06513,-171.87553,355234000,0,17.1,238,240,0,0
10514,2011-08-26T03:38:50Z,32.56373,-170.30423,235086166,0,17.5,97.8,98,0,1
10515,2011-08-26T08:30:14Z,31.26367,-172.62524,477201100,0,13.2,98,101,0,1
10516,2011-08-26T08:38:02Z,24.62815,-162.56776,338779000,0,16.5,106.5,105,0,0
10517,2011-08-26T08:39:36Z,20.07807,-155.29704,367119160,0,8,303.4,295,127,0
10518,2011-08-26T10:06:54Z,31.1984,-172.20947,477201100,0,13.2,101,102,0,1
10519,2011-08-26T10:07:14Z,32.308,-168.07153,235086166,0,17.3,96.6,96,5,1
10520,2011-08-26T10:07:14Z,31.19823,-172.20815,477201100,0,13.2,101,101,0,1
10521,2011-08-26T10:07:34Z,31.19802,-172.20677,477201100,0,13.2,100,101,0,1
10522,2011-08-26T10:08:22Z,31.19745,-172.20348,477201100,0,13.1,99,100,0,1
10523,2011-08-26T10:09:34Z,21.31207,-157.87537,432470000,5,0,242,125,0,0
10524,2011-08-26T10:10:42Z,21.31208,-157.87538,432470000,5,0,242,125,0,0
10525,2011-08-26T10:10:42Z,22.97873,-159.89714,235085464,0,10.8,136,139,-18,1
10526,2011-08-26T10:10:56Z,21.00815,-157.00645,367056982,0,8.3,94.3,511,-128,0
10527,2011-08-26T10:10:58Z,21.31208,-157.87538,432470000,5,0,242,124,0,0
10528,2011-08-26T10:10:58Z,21.23362,-164.35797,636090891,0,8.5,269,267,0,1
10529,2011-08-26T10:11:36Z,21.51071,-156.88515,357848000,0,18.1,83.9,84,0,0
10530,2011-08-26T10:11:36Z,22.6507,-153.65366,725019006,8,11.1,235,511,-128,0
10531,2011-08-26T10:11:48Z,21.31207,-157.87537,432470000,5,0,130,125,0,0
10532,2011-08-26T10:11:58Z,21.31207,-157.87537,432470000,5,0,130,124,0,0
10533,2011-08-26T10:12:06Z,21.31,-157.8683,367309120,0,0,355,511,-128,0
10534,2011-08-26T10:12:06Z,21.31207,-157.87537,432470000,5,0,130,124,0,0
10535,2011-08-26T10:12:06Z,22.64975,-153.65489,725019006,8,11.2,229.5,511,-128,0
10536,2011-08-26T10:12:42Z,22.97441,-159.89275,235085464,0,10.6,135,139,-17,1
10537,2011-08-26T10:13:08Z,21.09034,-157.42131,367015060,0,6.8,288.4,511,-128,0
10538,2011-08-26T10:13:08Z,22.97341,-159.89177,235085464,0,10.6,140,139,21,1
10539,2011-08-26T10:13:46Z,30.00042,-174.05397,355234000,0,17.8,271,271,0,0
10540,2011-08-26T10:13:48Z,20.41558,-156.3142,367133450,0,7.2,128,123,0,0
10541,2011-08-26T10:14:10Z,20.50108,-156.40572,367080250,0,7.7,128.8,511,-128,0
10542,2011-08-26T10:15:48Z,21.66186,-159.36627,367845000,3,5.1,291.1,297,-127,0
10543,2011-08-26T10:16:24Z,21.31029,-157.86925,367060190,0,0.1,213.2,511,-128,0
10544,2011-08-26T11:41:58Z,30.04254,-172.85606,441431000,0,11.7,278.3,278,-128,0
10545,2011-08-26T11:44:34Z,30.00147,-174.56795,355234000,0,17.5,269,269,0,0
10546,2011-08-26T11:44:36Z,20.66948,-175.54886,369970428,0,13.3,266,265,0,1
10547,2011-08-26T11:45:14Z,20.26703,-174.64998,352377000,0,12.8,285,286,0,0
10548,2011-08-26T11:47:22Z,14.09445,-161.99004,258787000,0,13.5,122,120,0,0
10549,2011-08-26T11:48:10Z,22.75718,-159.68835,235085464,0,10.8,139,140,-21,1
10550,2011-08-26T11:48:10Z,30.0014,-174.58807,355234000,0,17.4,269,269,0,0
10551,2011-08-26T11:49:54Z,12.86361,-175.92915,351776000,0,13.6,284.1,284,127,0
10552,2011-08-26T23:29:28Z,21.95462,-159.3543,367350070,0,0,77,511,-128,0
10553,2011-08-26T23:29:28Z,21.25929,-158.21587,235085464,0,8.6,142,137,-12,1
10554,2011-08-26T23:28:18Z,21.31058,-157.86537,367309120,0,0,247,511,-128,0
10555,2011-08-27T01:04:30Z,31.70086,-162.97627,235086166,0,17.5,98.7,96,0,0
10556,2011-08-27T01:04:14Z,30.32817,-175.68567,441431000,0,10.6,275.3,277,-128,0
10557,2011-08-27T01:04:14Z,19.9892,-164.23367,357576000,0,16.7,288.1,288,0,0
10558,2011-08-27T01:03:24Z,21.24252,-157.9975,235085464,0,7.7,76,80,-14,1
10559,2011-08-27T01:03:20Z,21.2367,-166.60098,636090891,0,8.3,271,273,0,1
10560,2011-08-27T01:02:58Z,16.37616,-161.80286,312884000,0,2.5,269.9,302,0,0
10561,2011-08-27T02:39:56Z,30.19125,-167.94923,477201100,0,14,113,115,0,0
10562,2011-08-27T10:43:00Z,31.78276,-175.19225,432793000,0,13,107.4,107,0,1
10563,2011-08-27T10:45:34Z,30.54238,-177.75455,441431000,0,11.4,279.2,281,-128,0
10564,2011-08-28T11:30:00Z,5.00177,-167.82384,572802000,0,10,87.3,93,7,0
10565,2011-08-28T21:28:32Z,5.16978,-154.3656,440612000,0,9.4,2.1,511,-128,1
10566,2011-08-28T23:09:44Z,21.37902,-157.96611,369077000,0,0,265,178,0,1
10567,2011-08-28T23:09:22Z,25.85637,-157.67638,477201100,0,13.8,117,117,0,1
10568,2011-08-28T23:07:34Z,19.8859,-161.87672,338982000,0,8.5,71.2,71,0,0
10569,2011-08-28T23:07:34Z,20.57142,-153.07219,235085464,0,9.9,102,107,-21,1
10570,2011-08-29T00:44:20Z,30.06733,-157.46533,538001657,0,17.8,270,271,0,0
10571,2011-08-29T00:44:16Z,23.25443,-176.06248,357576000,0,17,287.1,289,0,0
10572,2011-08-29T00:44:08Z,25.78017,-163.96533,636092101,0,16.1,113,511,-128,0
10573,2011-08-29T00:44:08Z,29.74936,-157.1421,636010915,0,13.3,275.9,275,-9,1
10574,2011-08-29T00:43:22Z,25.78162,-163.96893,636092101,0,16.1,113,511,-128,0
10575,2011-08-29T00:43:22Z,21.31008,-157.86888,367151240,15,0,314.5,511,-128,0
10576,2011-08-29T00:41:02Z,21.26231,-157.54697,368305000,0,22.1,234,233,-12,1
10577,2011-08-29T00:41:02Z,22.32273,-165.98737,432470000,0,6.8,287,292,0,0
10578,2011-08-29T00:40:54Z,21.9361,-159.26279,367309860,0,6.1,300.9,306,-127,0
10579,2011-08-29T05:38:54Z,34.86896,-155.79112,565582000,0,18,100.2,99,0,1
10580,2011-08-29T07:17:50Z,30.00983,-159.71117,538001657,0,17.9,269,269,0,0
10581,2011-08-29T07:19:16Z,34.77594,-155.18279,565582000,0,18.5,99.9,99,0,1
10582,2011-08-29T07:20:18Z,20.60173,-157.06706,303999000,0,11.2,129.9,128,0,0
10583,2011-08-29T08:46:38Z,34.00222,-171.03676,356327000,0,13.1,269.5,267,0,0
10584,2011-08-29T08:47:26Z,30.01533,-160.22183,538001657,0,18,274,274,0,0
10585,2011-08-29T08:49:20Z,33.73641,-172.89905,351682000,0,12.7,107.6,106,0,0
10586,2011-08-29T08:49:30Z,33.73626,-172.89851,351682000,0,12.7,108,106,0,0
10587,2011-08-29T08:49:46Z,29.93304,-159.24092,636010915,0,13.9,275.7,276,-18,1
10588,2011-08-29T08:49:46Z,29.20497,-160.51,354662000,2,1.3,237,338,0,1
10589,2011-08-29T08:50:24Z,30.63328,-177.35997,477607100,0,13.9,254.1,257,0,0
10590,2011-08-29T08:50:56Z,22.98557,-167.89967,432470000,0,16.3,289,291,0,0
10591,2011-08-29T08:50:56Z,23.279,-153.01633,367003380,0,19.3,245,245,8,0
10592,2011-08-29T08:51:28Z,30.01667,-160.24467,538001657,0,17.8,274,274,0,0
10593,2011-08-29T08:51:34Z,22.07821,-165.84883,564189000,0,13.7,281.1,279,0,0
10594,2011-08-29T08:51:38Z,27.94861,-153.04732,636091723,0,13.1,271.2,271,0,0
10595,2011-08-29T08:51:38Z,18.96142,-175.30455,477985400,0,12.8,83,80,0,1
10596,2011-08-29T08:51:38Z,30.01667,-160.24583,538001657,0,17.8,274,274,0,0
10597,2011-08-29T08:51:42Z,34.85308,-161.71547,232280000,0,6.6,170,170,0,0
10598,2011-08-29T08:51:48Z,21.04132,-157.40724,367309120,0,6.3,111,511,-128,0
10599,2011-08-29T08:51:50Z,21.31616,-157.88628,303165000,5,0,267.8,187,0,0
10600,2011-08-29T08:52:06Z,29.20443,-160.51086,354662000,2,1.4,233,341,0,1
10601,2011-08-29T08:52:18Z,21.31273,-157.8792,368305000,0,0,214,124,-1,1
10602,2011-08-29T08:52:48Z,21.31273,-157.8792,368305000,0,0,215,124,-2,1
10603,2011-08-29T08:53:06Z,21.37902,-157.96611,369077000,0,0.1,258,178,0,1
10604,2011-08-29T08:53:14Z,23.274,-153.0285,367003380,0,19.3,247,246,-13,0
10605,2011-08-29T08:53:14Z,21.31644,-157.87668,366606000,0,0,92.2,28,0,0
10606,2011-08-29T08:53:16Z,20.38146,-160.46968,338982000,0,9.1,68.7,72,0,0
10607,2011-08-29T08:53:16Z,21.37902,-157.96611,369077000,0,0,303,178,0,1
10608,2011-08-29T08:53:20Z,23.27367,-153.029,367003380,0,19.3,245,246,9,0
10609,2011-08-29T08:53:26Z,20.42243,-156.83475,303999000,0,10.6,131.7,128,0,0
10610,2011-08-29T08:53:28Z,21.04033,-157.40433,367309120,0,6.3,110,511,-128,0
10611,2011-08-29T08:53:28Z,21.31273,-157.8792,368305000,0,0,130,124,2,1
10612,2011-08-29T08:53:36Z,21.09723,-157.41472,367133450,0,8.5,112,114,0,0
10613,2011-08-29T08:53:54Z,24.85508,-155.46683,477201100,0,13.4,118,117,0,1
10614,2011-08-29T08:54:00Z,20.87201,-157.25296,367350070,0,6.7,305,511,-128,0
10615,2011-08-29T08:54:02Z,21.31394,-157.88335,366972620,0,0,231.1,511,-128,0
10616,2011-08-29T08:54:02Z,18.61956,-171.47678,312884000,0,11.2,286,285,0,0
10617,2011-08-29T08:54:06Z,20.42115,-156.83311,303999000,0,10.7,127.7,123,0,0
10618,2011-08-29T08:54:06Z,21.95403,-159.35732,367309860,0,0,0,72,0,0
10619,2011-08-29T08:54:44Z,21.31073,-157.86754,367119160,5,0,184.3,7,0,0
10620,2011-08-29T08:54:50Z,21.34995,-159.19064,565807000,0,16.6,278.1,277,0,1
10621,2011-08-29T08:54:50Z,5.19457,-154.30627,440612000,0,5.6,182,511,-128,1
10622,2011-08-29T08:54:50Z,20.87298,-157.25426,367350070,0,6.9,308.6,511,-128,0
10623,2011-08-29T08:54:50Z,23.2705,-153.037,367003380,0,19.2,246,245,5,0
10624,2011-08-29T08:55:08Z,20.89655,-156.4662,366994450,5,0.1,212,122,0,1
10625,2011-08-29T08:55:08Z,20.41922,-156.83057,303999000,0,10.9,128.5,125,0,0
10626,2011-08-29T08:55:52Z,21.31402,-157.88321,366972620,0,0,206,511,-128,0
10627,2011-08-29T08:57:10Z,21.31396,-157.8833,366972620,0,0.1,186.7,511,-128,0
10628,2011-08-29T10:24:56Z,23.0366,-170.30559,477991400,0,11.5,110.8,109,0,0
10629,2011-08-29T10:25:24Z,30.53243,-177.77528,477607100,0,14.3,248,254,0,0
10630,2011-08-29T10:25:30Z,18.68906,-171.7686,312884000,0,11.2,282.3,284,0,0
10631,2011-08-29T10:25:30Z,19.00857,-174.9569,477985400,0,12.7,82,80,0,1
10632,2011-08-29T10:25:30Z,33.63857,-172.5075,351682000,0,12.4,106.4,105,0,0
10633,2011-08-29T10:25:40Z,21.25057,-175.20215,636090891,0,8.3,268,267,0,0
10634,2011-08-29T10:25:40Z,19.89678,-176.7449,548524000,0,12.6,119.3,117,-127,1
10635,2011-08-29T10:25:40Z,18.68921,-171.7692,312884000,0,11.2,282.4,283,0,0
10636,2011-08-29T10:25:54Z,31.01569,-175.53365,636091823,0,18.1,249.9,247,0,1
10637,2011-08-29T10:25:58Z,33.99967,-171.46852,356327000,0,12.7,271.1,270,0,0
10638,2011-08-29T10:25:58Z,19.89623,-176.7439,548524000,0,12.5,119.4,118,127,1
10639,2011-08-29T10:27:20Z,21.25045,-175.20631,636090891,0,8.3,267,267,0,0
10640,2011-08-29T10:27:56Z,23.14282,-168.34995,432470000,0,16.5,290,291,0,0
10641,2011-08-29T10:28:14Z,21.31005,-157.86914,366972620,0,0,311.9,511,-128,0
10642,2011-08-29T10:28:14Z,23.14337,-168.35152,432470000,0,16.6,290,290,0,0
10643,2011-08-29T10:28:14Z,30.0475,-160.7975,538001657,0,17.8,273,274,0,0
10644,2011-08-29T10:28:36Z,10.38535,-161.02214,477113000,0,14.3,238.9,235,127,0
10645,2011-08-29T10:29:30Z,5.22916,-158.52943,441062000,15,5.9,87.4,511,-128,0
10646,2011-08-29T10:29:30Z,8.16523,-168.57675,370835000,0,11.4,301.2,300,0,1
10647,2011-08-29T10:30:10Z,5.22935,-158.52832,441062000,15,5.4,91.2,511,-128,0
10648,2011-08-29T10:30:10Z,8.16632,-168.57857,370835000,0,11.3,299.2,299,0,1
10649,2011-08-29T10:30:50Z,10.38057,-161.02959,477113000,0,14.3,236.1,234,127,0
10650,2011-08-29T10:30:50Z,8.16735,-168.58041,370835000,0,11.3,299.7,301,0,1
10651,2011-08-29T10:30:50Z,18.69303,-171.78569,312884000,0,11.2,281.3,284,0,0
10652,2011-08-29T10:30:56Z,21.37902,-157.96611,369077000,0,0,241,178,0,1
10653,2011-08-29T10:31:42Z,7.64278,-168.58968,355077000,0,12.5,120.2,124,-128,0
10654,2011-08-29T10:33:22Z,7.6399,-168.58458,355077000,0,12.6,119.8,123,-128,0
10655,2011-08-29T10:33:42Z,7.6393,-168.58357,355077000,0,12.6,119.9,123,127,0
10656,2011-08-29T18:51:28Z,33.73492,-167.7674,367492920,0,0,206.4,511,-128,0
10657,2011-08-29T20:31:58Z,5.47552,-152.65788,431251000,15,8.3,289.9,290,-127,0
10658,2011-08-29T22:09:56Z,21.27287,-157.95645,367060190,0,9.4,253.4,511,-128,0
10659,2011-08-29T22:09:56Z,20.82476,-159.02081,338982000,0,8.4,51.2,50,0,0
10660,2011-08-29T22:09:16Z,20.82376,-159.0221,338982000,0,8.3,50.9,49,0,0
10661,2011-08-29T23:46:42Z,17.41677,-153.41542,352832000,0,12.8,293,295,0,1
10662,2011-08-29T23:46:42Z,33.36408,-155.92313,211465000,0,15.7,276,278,0,0
10663,2011-08-29T23:45:58Z,21.31271,-157.8792,368305000,0,0.1,95,124,0,0
10664,2011-08-29T23:45:58Z,30.32583,-165.35817,538001657,0,18,274,273,0,0
10665,2011-08-29T23:45:58Z,21.87394,-158.86296,636092101,0,16.1,134,511,-128,0
10666,2011-08-29T23:45:12Z,21.31421,-158.13281,367151240,15,6.6,133.2,511,-128,0
10667,2011-08-29T23:45:12Z,21.3127,-157.8792,368305000,0,0,240,124,0,0
10668,2011-08-29T23:44:46Z,21.87767,-158.86708,636092101,0,16.2,133,511,-128,0
10669,2011-08-29T23:44:42Z,15.09813,-162.14651,477612900,0,10.9,49.8,51,14,0
10670,2011-08-29T23:44:42Z,33.3631,-155.9128,211465000,0,15.7,277,277,0,0
10671,2011-08-29T23:43:08Z,9.45222,-170.91714,370835000,0,12.5,299,299,0,0
10672,2011-08-29T23:43:08Z,21.88267,-158.8727,636092101,0,16.3,134,511,-128,0
10673,2011-08-29T23:43:00Z,15.09472,-162.15042,477612900,0,11,46.6,49,-17,0
10674,2011-08-30T01:20:26Z,22.2415,-163.97878,565807000,0,16.7,284.7,285,0,1
10675,2011-08-30T01:19:40Z,30.355,-165.9005,538001657,0,18.3,274,274,0,0
10676,2011-08-30T01:19:40Z,33.99492,-175.3516,356327000,0,13.2,273.1,270,0,0
10677,2011-08-30T01:17:54Z,21.84649,-167.52744,477991400,0,10.9,115.9,114,0,0
10678,2011-08-30T07:51:06Z,25.99116,-153.7449,366375000,0,22.3,37,38,0,1
10679,2011-08-30T07:53:02Z,33.05812,-160.1702,232280000,0,7.1,99.1,99,0,0
10680,2011-08-30T07:53:06Z,26.00093,-153.7366,366375000,0,22.2,37,38,0,1
10681,2011-08-30T07:58:20Z,18.03905,-155.15927,352832000,0,12.5,283,282,0,1
10682,2011-08-30T09:25:34Z,25.0862,-174.99889,432470000,0,16.5,285,283,0,0
10683,2011-08-30T09:26:32Z,25.08735,-175.00365,432470000,0,16.3,285,282,-127,0
10684,2011-08-30T09:32:20Z,21.04274,-157.25208,367119160,0,7.9,96.3,95,-127,0
10685,2011-08-30T09:32:20Z,19.54663,-169.79453,477985400,0,13.4,88,85,0,1
10686,2011-08-30T09:32:24Z,5.11822,-164.43362,355077000,0,11.8,120.8,122,127,0
10687,2011-08-30T09:32:50Z,7.6149,-165.2905,477113000,0,12.6,237.7,234,127,0
10688,2011-08-30T09:33:52Z,7.61291,-165.29338,477113000,0,12.5,237.3,234,0,0
10689,2011-08-30T09:35:02Z,5.26363,-157.81935,441062000,15,5.2,100.2,511,-128,0
10690,2011-08-30T09:35:26Z,6.86132,-161.04417,477448000,0,12.7,121,126,0,1
10691,2011-08-31T23:24:42Z,34.22586,-167.2716,354293000,0,13,272.7,277,0,0
10692,2011-08-31T23:24:42Z,25.11841,-158.04749,369970428,0,14.6,40,41,0,1
10693,2011-08-31T23:23:32Z,26.40544,-177.6741,565807000,0,18.7,290.3,289,0,1
10694,2011-08-31T23:22:54Z,21.31421,-157.87807,367309860,0,0,0,304,0,0
10695,2011-08-31T21:51:48Z,34.03663,-165.87839,311045300,0,17.4,270,270,-8,0
